CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,closure_action
50105665,CHINA 1,Brooklyn,2851,86 STREET,11223,7186765211,Chinese,03/14/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,,,05/29/2026,Cycle Inspection / Initial Inspection,40.59207073024,-73.97747820015,315,47,038600,3193322,3071440048,BK26,POINT (-73.977478200151 40.592070730237),closed
50001168,CHINA KING,Bronx,1213,EAST  233 STREET,10466,7189946809,Chinese,12/11/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,83,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.88862692675,-73.84246232111,212,12,042600,2066569,2049540008,BX62,POINT (-73.842462321109 40.888626926747),closed
41635367,RAINHAS,Queens,108-01,NORTHERN BOULEVARD,11368,7187798808,Brazilian,01/28/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,52,,,05/29/2026,Cycle Inspection / Initial Inspection,40.75782798239,-73.86091836445,403,21,037300,4042235,4017030048,QN27,POINT (-73.860918364449 40.757827982389),closed
40618281,PASQUALE'S RIGOLETTO RESTAURANT,Bronx,2311,ARTHUR AVENUE,10458,7183656644,Italian,02/18/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,43,,,05/29/2026,Cycle Inspection / Re-inspection,40.85381231545,-73.88907887636,206,15,039100,2011882,2030650001,BX06,POINT (-73.889078876356 40.853812315447),closed
50134015,TOZTON,Queens,42-13,BROADWAY,11103,9177341066,Latin American,09/15/2025,Establishment re-closed by DOHMH.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,41,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.75813491806,-73.91720977195,401,22,015500,4011765,4006920003,QN70,POINT (-73.917209771947 40.758134918057),re_closed
41498672,LEE CHUNG CAFE,Manhattan,82,MADISON STREET,10002,2122335142,Chinese,09/13/2019,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,53,,,05/29/2026,Cycle Inspection / Initial Inspection,40.71213776303,-73.99604299129,103,01,000800,1003320,1002760048,MN27,POINT (-73.996042991291 40.712137763027),closed
50142310,SHAHI DHABA,Queens,236-03,BRADDOCK AVENUE,11426,7189711098,Indian,02/02/2024,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,3,P,02/02/2024,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.72737787629,-73.73137353884,413,23,162100,4167434,4079840045,QN43,POINT (-73.731373538843 40.727377876292),re_opened
50124568,RACER TECHNOLOGIES (GHOST KITCHEN),Brooklyn,358,BROADWAY,11211,5203310546,Fusion,01/24/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,51,N,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.70750144424,-73.95531813721,301,33,052900,3059767,3021530001,BK72,POINT (-73.955318137207 40.707501444244),closed
50119210,THONGLOR NEW YORK,Manhattan,789,9 AVENUE,10019,2125615692,Thai,08/14/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,77,,,05/29/2026,Cycle Inspection / Re-inspection,40.76504798895,-73.98781626731,104,03,013300,1026749,1010620033,MN15,POINT (-73.987816267307 40.765047988952),closed
50166285,SPICES CUISINE,Brooklyn,1199,NOSTRAND AVENUE,11225,9175331820,Caribbean,12/26/2025,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,P,12/26/2025,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.65808795622,-73.95034514882,309,40,080400,3107257,3048140003,BK60,POINT (-73.950345148824 40.658087956218),re_opened
50061442,FLOWER BROOK MIFEN HOUSE,Queens,44-35,KISSENA BOULEVARD,11355,5163454145,Chinese,05/14/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,78,,,05/29/2026,Cycle Inspection / Re-inspection,40.75301162349,-73.82172735159,407,20,085900,4117219,4051920015,QN22,POINT (-73.821727351589 40.753011623488),closed
50002478,VILLA TAPIA RESTAURANT,Bronx,245,BROOK AVENUE,10454,9178011415,Latin American,07/10/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,71,,,05/29/2026,Cycle Inspection / Re-inspection,40.80788487874,-73.91902967446,201,08,003900,2091058,2022830053,BX39,POINT (-73.919029674458 40.807884878739),closed
50114947,X FACTORY,Brooklyn,1105,QUENTIN ROAD,11229,3476991729,Eastern European,04/15/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,59,,,05/29/2026,Cycle Inspection / Initial Inspection,40.6078628174,-73.96178848217,315,48,055400,3182310,3067740045,BK25,POINT (-73.961788482174 40.607862817398),closed
50157982,HUNNY,Queens,90-40,160 STREET,11432,9173271111,Korean,05/27/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,51,,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.70492565403,-73.79990585263,412,24,044601,4441658,4097560054,QN61,POINT (-73.799905852626 40.704925654032),closed
50004933,MEE NOODLE SHOP,Manhattan,223,1 AVENUE,10003,2122607838,Chinese,01/06/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,86,,,05/29/2026,Cycle Inspection / Re-inspection,40.73086410693,-73.98292269303,103,02,004000,1006528,1004550040,MN22,POINT (-73.982922693026 40.730864106929),closed
50165354,DESI PIZZA,Queens,111-03,101 AVENUE,11419,3475676337,Indian,11/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,64,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.68808394711,-73.83260368103,409,29,011800,4198029,4094130049,QN54,POINT (-73.832603681027 40.688083947106),closed
50073653,SOLDIER'S JERK CENTER,Brooklyn,98,MALCOLM X BOULEVARD,11221,3476275394,Caribbean,05/01/2024,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.69042212804,-73.93056042664,303,36,029100,3044103,3016210045,BK35,POINT (-73.930560426635 40.690422128041),re_closed
50134352,THE HALAL BASKET,Brooklyn,97,CHURCH AVENUE,11218,9172924094,Bangladeshi,03/26/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,109,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.64270692771,-73.97966269022,312,39,049600,3124484,3053320063,BK41,POINT (-73.97966269022 40.642706927705),closed
50148818,BARAKA DELI & GROCERY,Queens,25-08,37 AVENUE,11101,7184409049,Other,09/20/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,56,N,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.75686979528,-73.93453358682,401,26,005100,4004458,4003680018,QN68,POINT (-73.934533586819 40.756869795275),closed
50138716,BISCOTTI,Brooklyn,701,BEDFORD AVENUE,11206,7185990561,Jewish/Kosher,01/31/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,50,,,05/29/2026,Pre-permit (Operational) / Second Compliance Inspection,40.70006384373,-73.95723096012,301,33,053100,3061088,3022310001,BK75,POINT (-73.957230960119 40.700063843734),closed
50062660,THAISM,Brooklyn,278,SMITH STREET,11231,7188340505,Thai,05/15/2025,Establishment re-closed by DOHMH.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.68241724861,-73.99339111041,306,39,007500,3006844,3004210042,BK33,POINT (-73.993391110412 40.682417248612),re_closed
50127670,DELI & GRILL,Manhattan,4119,BROADWAY,10033,6468502955,American,08/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05A,"Sewage disposal system is not provided, improper, inadequate or unapproved.",Critical,175,,,05/29/2026,Cycle Inspection / Compliance Inspection,40.84554939538,-73.93865311647,112,10,026300,1063518,1021420244,MN36,POINT (-73.938653116465 40.845549395376),closed
50141436,NEW GRAM BANGLA RESTAURANT,Queens,76-05,101 AVENUE,11416,9172443921,Bangladeshi,09/21/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,76,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.67991810653,-73.86129058884,409,32,004200,4187963,4090480039,QN53,POINT (-73.861290588843 40.679918106533),closed
50151960,PAPATHAI,Manhattan,2115,FREDERICK DOUGLASS BOULEVARD,,2128661857,Thai,02/11/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,80,,,05/29/2026,Cycle Inspection / Initial Inspection,0,0,,,,,1,,,closed
40714228,NEW SOLDIERS RESTAURANT,Brooklyn,1278,NOSTRAND AVENUE,11226,7182844620,Caribbean,08/23/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,73,,,05/29/2026,Cycle Inspection / Re-inspection,40.65583439585,-73.95012338076,309,40,082000,3348902,3050570047,BK60,POINT (-73.950123380757 40.655834395852),closed
50146336,CREPE HOUSE,Bronx,1212,CASTLE HILL AVENUE,10462,7186843205,Frozen Desserts,03/07/2024,Establishment re-opened by DOHMH.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,C,03/07/2024,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.8322451408,-73.85110289233,209,18,009200,2026819,2038210006,BX59,POINT (-73.851102892328 40.832245140795),re_opened
50111565,FRIENDLY RESTAURANT,Queens,12-05,40 AVENUE,11101,7187843891,Chinese,03/17/2023,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,P,03/17/2023,05/29/2026,Cycle Inspection / Reopening Inspection,40.75598485012,-73.94267749796,401,26,008500,4441822,4004720627,QN68,POINT (-73.942677497964 40.755984850121),re_opened
40687217,MICHELLE'S COCKTAIL LOUNGE,Brooklyn,2294,BEDFORD AVENUE,11226,7182841185,Caribbean,08/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,26,,,05/29/2026,Cycle Inspection / Initial Inspection,40.64767646862,-73.95573313233,314,40,079400,3117683,3051260044,BK95,POINT (-73.955733132326 40.647676468623),closed
50159074,NABANNO RESTAURANT,Queens,169-22,HILLSIDE AVENUE,11432,2124666377,Bangladeshi,01/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,90,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.71080593525,-73.79272452012,412,27,046000,4310516,4098250018,QN61,POINT (-73.792724520121 40.710805935246),closed
50005249,THE WESTBURY INN,Brooklyn,673,FLATBUSH AVENUE,11225,9292108472,American,02/15/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,64,,,05/29/2026,Cycle Inspection / Initial Inspection,40.6568264384,-73.96013847584,309,40,079601,3115646,3050450005,BK60,POINT (-73.960138475843 40.656826438401),closed
50120088,LISSETTE RESTAURANT,Manhattan,501,WEST  145 STREET,10031,2122343330,Tex-Mex,06/05/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,83,,,05/29/2026,Cycle Inspection / Initial Inspection,40.82540763048,-73.94800848056,109,07,022900,1061939,1020770029,MN04,POINT (-73.948008480555 40.825407630481),closed
50143980,BISTRO 509,Queens,205-20,JAMAICA AVENUE,11423,9174456776,Creole,08/22/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,79,,,05/29/2026,Cycle Inspection / Re-inspection,40.71367620981,-73.75477488339,412,27,050000,4231684,4108340033,QN07,POINT (-73.754774883385 40.713676209805),closed
50006965,GYRO HUT,Brooklyn,1043,CONEY ISLAND AVENUE,11230,3476662857,Middle Eastern,05/29/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,64,,,05/29/2026,Cycle Inspection / Initial Inspection,40.63223256216,-73.9667463153,314,45,046000,3121082,3052320060,BK42,POINT (-73.966746315296 40.632232562156),closed
50147177,1915 LANZHOU HAND PULLED NOODLES & DUMPLINGS,Manhattan,207,EAST   26 STREET,10010,7276668132,Chinese,07/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,103,,,05/29/2026,Pre-permit (Operational) / Compliance Inspection,40.74047873933,-73.98115558513,106,02,006600,1019865,1009070101,MN20,POINT (-73.981155585125 40.740478739333),closed
41534701,SUBWAY,Bronx,980,EAST  233 STREET,10466,7189162238,Sandwiches,04/21/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,43,,,05/29/2026,Cycle Inspection / Initial Inspection,40.89082640536,-73.84931826686,212,11,042400,2064812,2048680072,BX44,POINT (-73.849318266857 40.890826405359),closed
50148852,TACOS EL DORADO,Brooklyn,1228,FLATBUSH AVENUE,11226,3476660253,Spanish,08/08/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,,,05/29/2026,Pre-permit (Operational) / Reopening Inspection,40.6401967928,-73.95535617266,314,40,051601,3120291,3052090007,BK42,POINT (-73.955356172657 40.640196792797),closed
50162372,MASALA HARBOR,Staten Island,323,VICTORY BOULEVARD,10301,7184200919,Indian,01/13/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,54,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.63440965419,-74.08534552404,501,49,007500,5002627,5001090085,SI35,POINT (-74.085345524037 40.634409654186),closed
50108317,KFC,Manhattan,242,EAST   14 STREET,10003,2125337299,Chicken,12/18/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,61,,,05/29/2026,Cycle Inspection / Initial Inspection,40.73285450033,-73.98618042536,103,02,004000,1006906,1004690030,MN22,POINT (-73.986180425355 40.732854500325),closed
50175221,COFFEE WITH MILK,Brooklyn,504,NOSTRAND AVENUE,11216,3475133296,Other,05/11/2026,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,88,N,,05/29/2026,Pre-permit (Operational) / Re-inspection,40.68157204642,-73.94982643625,303,36,024500,3053009,3018430020,BK75,POINT (-73.949826436251 40.681572046419),closed
50141789,KOI OMAKASE,Brooklyn,55,5 AVENUE,11217,9177287563,Japanese,02/25/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.68112788193,-73.97724970849,306,39,012902,3018580,3009330005,BK37,POINT (-73.977249708494 40.681127881929),closed
50153452,GRATA THAI CUISINE,Manhattan,1099,1 AVENUE,10065,2128131188,Thai,12/08/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,67,,,05/29/2026,Cycle Inspection / Initial Inspection,40.7603842952,-73.96141547591,108,05,011000,1044205,1014350024,MN31,POINT (-73.961415475914 40.760384295198),closed
41404997,LA COCINA BORICUA,Bronx,2245B,WESTCHESTER AVENUE,10462,3472815375,Latin American,04/03/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,60,,,05/29/2026,Cycle Inspection / Re-inspection,40.83432485164,-73.85048387853,210,18,020601,2041407,2039630060,BX59,POINT (-73.850483878532 40.834324851641),closed
50117038,CHINA GARDEN CHINESE RESTAURANT,Brooklyn,130,UTICA AVENUE,11213,6465521609,Chinese,06/11/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,68,,,05/29/2026,Cycle Inspection / Initial Inspection,40.67448323426,-73.93059150612,308,36,030900,3035857,3013540053,BK61,POINT (-73.930591506124 40.674483234261),closed
50152110,FRESH HOT PIZZA,Manhattan,17,WEST  125 STREET,10027,3478845060,Pizza,08/05/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,64,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.80669154519,-73.94291180453,110,09,020000,1053503,1017230023,MN11,POINT (-73.942911804528 40.806691545191),closed
50109826,YAH SUH NYCE,Queens,94-14,SUTPHIN BOULEVARD,11435,6466038665,Caribbean,01/31/2025,Establishment re-closed by DOHMH.,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,28,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.6988523742,-73.80684123712,412,27,020800,4213957,4099930023,QN61,POINT (-73.806841237119 40.6988523742),re_closed
50165128,CANTONESE BEEF DELIGHTS,Brooklyn,7215,18 AVENUE,11204,3472884261,Chinese,09/02/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,87,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.61497804913,-73.99435950633,311,43,026600,3158517,3061940003,BK28,POINT (-73.994359506325 40.61497804913),closed
41513074,WB CARIBBEAN RESTAURANT,Brooklyn,9407,CHURCH AVENUE,11212,7183421543,Caribbean,06/10/2024,Establishment re-closed by DOHMH.,04M,Live roaches in facility's food or non-food area.,Critical,20,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.65476112805,-73.91690967577,317,42,088800,3341412,3046910043,BK96,POINT (-73.916909675766 40.654761128052),re_closed
50125432,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,9292562726,American,06/29/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,05/29/2026,Administrative Miscellaneous / Initial Inspection,40.60794074603,-74.16234340679,502,50,029103,5154067,5022360133,SI05,POINT (-74.162343406787 40.607940746026),closed
41153001,MEENA HOUSE CAFE,Brooklyn,476,BAYRIDGE AVENUE,11220,7182383274,Egyptian,03/07/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,82,,,05/29/2026,Cycle Inspection / Re-inspection,40.6338080779,-74.02178654326,310,43,013000,3145755,3058730040,BK31,POINT (-74.021786543261 40.633808077903),closed
50097274,YUMI DELICACIES,Brooklyn,5902,FORT HAMILTON PARKWAY,11219,3476107995,Chinese,09/11/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,110,,,05/29/2026,Cycle Inspection / Re-inspection,40.63349988248,-74.00495031774,312,43,011600,3140909,3057080026,BK88,POINT (-74.004950317739 40.633499882484),closed
50111727,Kentucky Fried Chicken,Manhattan,1922,3 AVENUE,10029,2124230599,Chicken,04/11/2024,Establishment re-closed by DOHMH.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,45,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.79146458196,-73.94475952021,111,08,017200,1052005,1016330040,MN33,POINT (-73.944759520207 40.791464581963),re_closed
50063053,SUSHI K BAR BP,Brooklyn,4120,16 AVENUE,11204,7188715227,Jewish/Kosher,04/19/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,04/19/2024,05/29/2026,Cycle Inspection / Reopening Inspection,40.63516178894,-73.98122507218,312,39,023000,3125721,3053630045,BK88,POINT (-73.981225072183 40.635161788938),re_opened
50153550,LA CASITA DE YOLI,Bronx,1631,SAINT PETERS AVENUE,10461,3473771457,Latin American,03/10/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,53,,,05/29/2026,Cycle Inspection / Initial Inspection,40.841354525,-73.84868623888,210,18,020400,2042146,2039940035,BX59,POINT (-73.848686238882 40.841354524996),closed
50131915,99 CENT SUPREME PIZZA,Bronx,297,BROADWAY,,6464274438,Pizza,09/12/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,55,,,05/29/2026,Pre-permit (Operational) / Re-inspection,0,0,,,,,2,,,closed
50147874,SZECHUAN OPERA,Queens,39-16,PRINCE STREET,11354,9178555678,Chinese,04/01/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,100,,,05/29/2026,Pre-permit (Operational) / Initial Inspection,40.75947767553,-73.8322430801,407,20,087100,4539244,4049737501,QN22,POINT (-73.832243080099 40.75947767553),closed
41599169,ROMA PIZZA,Brooklyn,85,7 AVENUE,11217,7187837334,Pizza,11/30/2022,Establishment re-closed by DOHMH.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,,,05/29/2026,Cycle Inspection / Reopening Inspection,40.67467451164,-73.9753051728,306,39,015900,3024552,3010630003,BK37,POINT (-73.975305172798 40.674674511639),re_closed
50000187,GRANDMA PIZZA,Manhattan,2551,AMSTERDAM AVENUE,10033,2129274895,Pizza,07/09/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,75,,,05/29/2026,Cycle Inspection / Re-inspection,40.85156264219,-73.92836008588,112,10,026700,1085400,1021490093,MN35,POINT (-73.92836008588 40.851562642185),closed
